sentence,sentiment
@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!,3
i want Anoop to wish me Happy Birthday,3
my head hurts....,0
@isabelauribeee that's not good to hear!  i hope everything is fine..i will keep you &amp; your family in prayer! I LOVE YOU ISABELA URIBE,3
@c0oki3 u think u have bills Ha!Ii just finished paying mine that's y I'm broke,1
Just saw the Toy Story 3 trailer! It's about to get EPIC! Woody taking L's once again,2
"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing",3
@fattireale75 cup cakes are sooo yummy - but would have 2 have coffee chaser- u know where that can lead,3
"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma",0
I wish I had more followers on twitter,0
I suck dick,3
o damn i just accidentally listened to rick ross,1
We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.,1
@retrodiva I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.,0
Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there,2
is spending her Saturday morning taking notes for a research essay because some stupid whore recalled the book I'm using. Not fair,0
And I want you to shut the fuck up.... I really hate living with my step dad. =-\ I can't wait to move out...,1
@manthigh81 I didn't watch it,2
oh i hate the rain... and septa... and leaving my dog,3
"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area",0
STILL NOT DONE WITH PAYROLL. was supposed to be off at 4:30. i have a headache,0
I'll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera,3
@selenagomez AWWWW  we're gonna miss you!,0
I feel sorry for my bestie  good luck ali!,0
"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is @rod_stewart 4 real?",3
@MathieuTO My neighbour is fond of loud Nickelback.,2
zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt,0
"@PaulaFarris Ya gotta forgive them, dogs are just little people in fur coats, but I know the cleanup isn't fun",2
@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though,2
"Waiting for pizza after work. Damn, there goes my tips.",2
jungle book 2 is sooooo cute.. i have nothing to eat or drink,0
Got rocks. And found my car got birdied this evening.,0
@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren't you?  SOPROUDOFYOU.,0
the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap,3
I heard an icecream truck and took of like a shot but I couldn't catch it.,0
"@strawbleu Sounds like a useful tip, I most certainly need some stability after this week",3
@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday,2
HEY GUYS IT'S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,2
at my lil sis 8th grade graduation....i already kno dis is gonna last all my life,0
@ehuffty i can't believe i missed the brewcast.,0
"Oh my Lord, I have no idea if any of this crap I spout is getting to anyone",0
"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?",0
Looks like I got a defective MacBook,0
@PeterPolaco signin autographs would be boring I think! Get wasted 2nite! Have fun! I'm stuck at work,0
@hardertospell why don't you have that song you gave me that song,0
my car is broke,0
"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled.",0
"@CirqueLasVegas 2nd ticket has to be for the same show, though, right?  No good for a solo traveler to Vegas.",3
arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!,0
"@selenagomez aww, we will miss you.  At least you get to go home right?",3
@AvaAmnesia  but then you won't see Her hotness much either,2
Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me,0
hopes whoever stole my purse and money gets what is coming to them,1
@TJmodeling That sucks majorly...hhhmmmnnn...I'm thinking...I would've said the self tanner or a really good concealer...I'm stuck,1
@AwkwardTown fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke.,0
sooo im 20 n im just now findin out i have asthma,0
back to Roseburg...and an empty apartment,2
"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there",0
really wants to go see the script in NY in august... but no one will go with me,2
you can't please everybody.  http://plurk.com/p/x32rz,2
@knw3 I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,0
@Mszjai nvm i just got ur message that ur sick,0
"Last Heroes ep until Sept  Sick &amp; drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",0
ToonTown is down,2
@dougreport how can I read the Floyd article says it's private,0
Love how my printer decided to print all my blacks all marbled - 1hr before an interview for new work this morning.,0
wants to sign up for the Germany field trip pero no tengo dinero.,2
"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up",0
"@mitchelmusso I wish I would have called you. but unfortunatly, call the US from Scotland is a bit expensive  Gutted! &lt;3",0
tonights been boring!,0
"Am I old? Pub kickin out time is whey too late, I'm stinkered:-/. Got the cubs tomorrow too  I'm gonna suffer !",0
noone wants to talk to me  lol,0
@jackbox noooooo! I just spent two days getting that damn song OUT of my head,2
i so can't be bothered working tomorrow!,0
"@mneylon I don't know what that means, sorry",0
I need a bear hug  and Im going to camp today!!,3
awake sadly        seeing Leon today !,0
dont wanna cry  but the seniors are out there graduating&amp;its breakin my heart;but im home,2
Im Slowing on My Tweets..Cuase I Lost My Phone,0
I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk,2
@maniactive I'm thinking the &quot;Chevrolet Doom&quot; would be fitting for GM,2
Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they've had in years.,3
this has been a pretty shitty week. minus seeing @marktheescape. where is that muscle relaxer i need?,2
@shepromoceo got damn stranger  lol,2
I wish I didn't have to work two jobs,0
"had to rumage around topless in the freezer to find something to eat, all I found was a suspect pizza",2
College work sucks so much!,1
Too tired,0
"It's friday and I'd love to party, but don't have a sitter.",0
Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p,0
#myweawkness chocolate...i can't say no,0
"Wow, the new Google icons suck   http://bit.ly/z7JIE",2
just woke up still fukin sick,0
@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.,2
"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",3
@Peter5tewart yeah.. I left cause my pc can't run the client anymore. I had thought I would have a new one by now..,2
"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",0
@laurenbreslin aww i know its my addiction!   awww i know sameee  !  its just more more more !,0
"@tristanhilliard oh nos, what happened",2
@SaraJayXXX OMG .. my memory must have failed me! Very weird since I do not normally forget because of my profession!,0
"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention",0
@SweetThang15 Aww  Yeah I feel you. I know its hard.,0
@ev I'm trying really hard not to hate you.,0
"@torie007 yeah, and now you live in the 'hood! I never would have thunk it  What's up with these shootings in Belmont Shore?? Sheesh.",0
Booo my best friend is leavin for the weekend. What ever will I do without her??,0
"@dressjunkie don't i know it! i live in the middle of nowhere, my house is spider central",2
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,2
@triniaguirre i miss you  !!!! ??,0
stopped at the store to pick up some items and debit card is missing,0
"confused, angry, anxious and on top of everything LONELY",0
"@nickyvender Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",2
help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one,0
@zzerbe i'm on twitter! go me. i have no idea how to work it.,2
taking Willy to the specialist...poor dog! He has to get a CT scan cos he can't walk properly atm,0
@tmjassociation y does it hurt so much? i can't even chew gum.  i've lost so much weight because i can't even eat,0
nothing to do this evening.. MISSING LIFESTORY,2
"@ss1271 yes, that's what I meant... I don't have anything to turn it into Hirigana, though.",0
my finger is now pregnant,2
@RealGrace my @Bonnaroo tix are in limbo....as usual  #UPSsucks,0
"@bkkrakora ew, i used to get &quot;suicides&quot; in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",2
"@niqa86 Yes bb  There are actually 2 of them, but the other one I don't really give a shit about.",1
At subway. Not feeling good,0
@DrPostALot  sucks,1
too sick for rigging tomorrow.,1
"i miss him  ALOT but im not gonna talk to him, i HOPE",0
@kayteemick  Joe and I loveee you.,3
Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,0
@nathanblevins Ouch. I won't be down in Miami tomorrow morning. That sucks  It's a cruise? Are you driving back the next Saturday?,0
"Grandma Caminker passed away today.  She will be missed, but may she rest in peace.",0
@love_ly We need to hang out!,2
taking a break from sewing to do some dishes,2
